"","Date","VIX.Close","Month"
"667",2002-08-29,33.67,"2002-08"
"668",2002-08-30,32.64,"2002-08"
"669",2002-09-03,39.97,"2002-09"
"670",2002-09-04,37.44,"2002-09"
"671",2002-09-05,38.86,"2002-09"
"672",2002-09-06,36.33,"2002-09"
"673",2002-09-09,36.45,"2002-09"
"674",2002-09-10,35.08,"2002-09"
"675",2002-09-11,34.81,"2002-09"
"676",2002-09-12,37.5,"2002-09"
"677",2002-09-13,35.82,"2002-09"
"678",2002-09-16,36.74,"2002-09"
"679",2002-09-17,38.01,"2002-09"
"680",2002-09-18,37.52,"2002-09"
"681",2002-09-19,40.65,"2002-09"
"682",2002-09-20,38.98,"2002-09"
"683",2002-09-23,39.68,"2002-09"
"684",2002-09-24,40.52,"2002-09"
"685",2002-09-25,37.33,"2002-09"
"686",2002-09-26,34.6,"2002-09"
"687",2002-09-27,36.97,"2002-09"
"688",2002-09-30,39.69,"2002-09"
"689",2002-10-01,34.12,"2002-10"
"690",2002-10-02,36.83,"2002-10"
"691",2002-10-03,37.31,"2002-10"
"692",2002-10-04,39.46,"2002-10"
"693",2002-10-07,42.64,"2002-10"
"694",2002-10-08,41.02,"2002-10"
"695",2002-10-09,42.13,"2002-10"
"696",2002-10-10,37.55,"2002-10"
"697",2002-10-11,35.7,"2002-10"
"698",2002-10-14,36.04,"2002-10"
"699",2002-10-15,34.02,"2002-10"
"700",2002-10-16,36,"2002-10"
"701",2002-10-17,34.1,"2002-10"
"702",2002-10-18,33.53,"2002-10"
"703",2002-10-21,33.11,"2002-10"
"704",2002-10-22,34.09,"2002-10"
"705",2002-10-23,33.2,"2002-10"
"706",2002-10-24,34.03,"2002-10"
"707",2002-10-25,30,"2002-10"
"708",2002-10-28,31.07,"2002-10"
"709",2002-10-29,32.27,"2002-10"
"710",2002-10-30,31.23,"2002-10"
"711",2002-10-31,31.14,"2002-10"
"712",2002-11-01,29.3,"2002-11"
"713",2002-11-04,30.82,"2002-11"
"714",2002-11-05,31.23,"2002-11"
"715",2002-11-06,30.73,"2002-11"
"716",2002-11-07,31.42,"2002-11"
"717",2002-11-08,29.41,"2002-11"
"718",2002-11-11,31.3,"2002-11"
"719",2002-11-12,30.58,"2002-11"
"720",2002-11-13,31.24,"2002-11"
"721",2002-11-14,28.67,"2002-11"
"722",2002-11-15,26.65,"2002-11"
"723",2002-11-18,27.66,"2002-11"
"724",2002-11-19,27.41,"2002-11"
"725",2002-11-20,25.32,"2002-11"
"726",2002-11-21,23.81,"2002-11"
"727",2002-11-22,23.16,"2002-11"
"728",2002-11-25,24.07,"2002-11"
"729",2002-11-26,25.97,"2002-11"
"730",2002-11-27,27.25,"2002-11"
"731",2002-11-29,27.5,"2002-11"
"732",2002-12-02,27.46,"2002-12"
"733",2002-12-03,28.33,"2002-12"
"734",2002-12-04,28.92,"2002-12"
"735",2002-12-05,30.1,"2002-12"
"736",2002-12-06,28.88,"2002-12"
"737",2002-12-09,30.78,"2002-12"
"738",2002-12-10,28.76,"2002-12"
"739",2002-12-11,27.76,"2002-12"
"740",2002-12-12,27.29,"2002-12"
"741",2002-12-13,28.18,"2002-12"
"742",2002-12-16,26.24,"2002-12"
"743",2002-12-17,26.66,"2002-12"
"744",2002-12-18,28.29,"2002-12"
"745",2002-12-19,30.21,"2002-12"
"746",2002-12-20,26.71,"2002-12"
"747",2002-12-23,26.2,"2002-12"
"748",2002-12-24,26.49,"2002-12"
"749",2002-12-26,27.37,"2002-12"
"750",2002-12-27,29.55,"2002-12"
"751",2002-12-30,29.62,"2002-12"
"752",2002-12-31,28.62,"2002-12"
"753",2003-01-02,25.39,"2003-01"
"754",2003-01-03,24.68,"2003-01"
"755",2003-01-06,24.91,"2003-01"
"756",2003-01-07,25.13,"2003-01"
"757",2003-01-08,25.53,"2003-01"
"758",2003-01-09,24.25,"2003-01"
"759",2003-01-10,24.32,"2003-01"
"760",2003-01-13,24.9,"2003-01"
"761",2003-01-14,24.57,"2003-01"
"762",2003-01-15,25.51,"2003-01"
"763",2003-01-16,25.01,"2003-01"
"764",2003-01-17,25.7,"2003-01"
"765",2003-01-21,27.59,"2003-01"
"766",2003-01-22,29.01,"2003-01"
"767",2003-01-23,27.53,"2003-01"
"768",2003-01-24,31.51,"2003-01"
"769",2003-01-27,34.69,"2003-01"
"770",2003-01-28,31.93,"2003-01"
"771",2003-01-29,31.26,"2003-01"
"772",2003-01-30,31.32,"2003-01"
"773",2003-01-31,31.17,"2003-01"
"774",2003-02-03,31.02,"2003-02"
"775",2003-02-04,32.76,"2003-02"
"776",2003-02-05,33.04,"2003-02"
"777",2003-02-06,33.35,"2003-02"
"778",2003-02-07,34.01,"2003-02"
"779",2003-02-10,33.99,"2003-02"
"780",2003-02-11,33.68,"2003-02"
"781",2003-02-12,34.33,"2003-02"
"782",2003-02-13,33.7,"2003-02"
"783",2003-02-14,32.62,"2003-02"
"784",2003-02-18,31.11,"2003-02"
"785",2003-02-19,31.31,"2003-02"
"786",2003-02-20,31.16,"2003-02"
"787",2003-02-21,30.25,"2003-02"
"788",2003-02-24,31.98,"2003-02"
"789",2003-02-25,31.74,"2003-02"
"790",2003-02-26,31.94,"2003-02"
"791",2003-02-27,30.53,"2003-02"
"792",2003-02-28,29.63,"2003-02"
"793",2003-03-03,30.43,"2003-03"
"794",2003-03-04,31.83,"2003-03"
"795",2003-03-05,30.38,"2003-03"
"796",2003-03-06,31.37,"2003-03"
"797",2003-03-07,31.08,"2003-03"
"798",2003-03-10,33.31,"2003-03"
"799",2003-03-11,33.61,"2003-03"
"800",2003-03-12,33.51,"2003-03"
"801",2003-03-13,31.76,"2003-03"
"802",2003-03-14,30.98,"2003-03"
"803",2003-03-17,31.75,"2003-03"
"804",2003-03-18,30.43,"2003-03"
"805",2003-03-19,31.54,"2003-03"
"806",2003-03-20,30.44,"2003-03"
"807",2003-03-21,28.67,"2003-03"
"808",2003-03-24,30.39,"2003-03"
"809",2003-03-25,28.75,"2003-03"
"810",2003-03-26,28.23,"2003-03"
"811",2003-03-27,27.96,"2003-03"
"812",2003-03-28,27.75,"2003-03"
"813",2003-03-31,29.15,"2003-03"
"814",2003-04-01,28.36,"2003-04"
"815",2003-04-02,28.02,"2003-04"
"816",2003-04-03,28.21,"2003-04"
"817",2003-04-04,29.13,"2003-04"
"818",2003-04-07,28.45,"2003-04"
"819",2003-04-08,27.13,"2003-04"
"820",2003-04-09,27.11,"2003-04"
"821",2003-04-10,25.6,"2003-04"
"822",2003-04-11,24.44,"2003-04"
"823",2003-04-14,23.41,"2003-04"
"824",2003-04-15,22.56,"2003-04"
"825",2003-04-16,22.52,"2003-04"
"826",2003-04-17,21.5,"2003-04"
"827",2003-04-21,21.95,"2003-04"
"828",2003-04-22,20.7,"2003-04"
"829",2003-04-23,20.8,"2003-04"
"830",2003-04-24,20.33,"2003-04"
"831",2003-04-25,20.8,"2003-04"
"832",2003-04-28,20.84,"2003-04"
"833",2003-04-29,20.76,"2003-04"
"834",2003-04-30,21.21,"2003-04"
"835",2003-05-01,21.59,"2003-05"
"836",2003-05-02,20.63,"2003-05"
"837",2003-05-05,21.13,"2003-05"
"838",2003-05-06,20.8,"2003-05"
"839",2003-05-07,21,"2003-05"
"840",2003-05-08,21.24,"2003-05"
"841",2003-05-09,19.69,"2003-05"
"842",2003-05-12,19.52,"2003-05"
"843",2003-05-13,19.91,"2003-05"
"844",2003-05-14,20,"2003-05"
"845",2003-05-15,19.24,"2003-05"
"846",2003-05-16,18.4,"2003-05"
"847",2003-05-19,20.51,"2003-05"
"848",2003-05-20,21.29,"2003-05"
"849",2003-05-21,21.21,"2003-05"
"850",2003-05-22,19.78,"2003-05"
"851",2003-05-23,19.17,"2003-05"
"852",2003-05-27,19.99,"2003-05"
"853",2003-05-28,20.03,"2003-05"
"854",2003-05-29,20.43,"2003-05"
"855",2003-05-30,19.47,"2003-05"
"856",2003-06-02,20.85,"2003-06"
"857",2003-06-03,20.84,"2003-06"
"858",2003-06-04,20.62,"2003-06"
"859",2003-06-05,20.83,"2003-06"
"860",2003-06-06,21.25,"2003-06"
"861",2003-06-09,22.15,"2003-06"
"862",2003-06-10,20.64,"2003-06"
"863",2003-06-11,20.21,"2003-06"
"864",2003-06-12,20.41,"2003-06"
"865",2003-06-13,20.66,"2003-06"
"866",2003-06-16,20.22,"2003-06"
"867",2003-06-17,20.01,"2003-06"
"868",2003-06-18,19.76,"2003-06"
"869",2003-06-19,19.8,"2003-06"
"870",2003-06-20,19.14,"2003-06"
"871",2003-06-23,20.58,"2003-06"
"872",2003-06-24,20.75,"2003-06"
"873",2003-06-25,20.81,"2003-06"
"874",2003-06-26,19.4,"2003-06"
"875",2003-06-27,19.16,"2003-06"
"876",2003-06-30,19.52,"2003-06"
"877",2003-07-01,19.46,"2003-07"
"878",2003-07-02,19.03,"2003-07"
"879",2003-07-03,19.39,"2003-07"
"880",2003-07-07,20.06,"2003-07"
"881",2003-07-08,19.48,"2003-07"
"882",2003-07-09,18.93,"2003-07"
"883",2003-07-10,19.19,"2003-07"
"884",2003-07-11,18.47,"2003-07"
"885",2003-07-14,19.59,"2003-07"
"886",2003-07-15,19.55,"2003-07"
"887",2003-07-16,19.76,"2003-07"
"888",2003-07-17,20.22,"2003-07"
"889",2003-07-18,19.11,"2003-07"
"890",2003-07-21,19.78,"2003-07"
"891",2003-07-22,19.17,"2003-07"
"892",2003-07-23,18.64,"2003-07"
"893",2003-07-24,18.6,"2003-07"
"894",2003-07-25,17.75,"2003-07"
"895",2003-07-28,18.36,"2003-07"
"896",2003-07-29,18.67,"2003-07"
"897",2003-07-30,18.85,"2003-07"
"898",2003-07-31,19.49,"2003-07"
"899",2003-08-01,20.75,"2003-08"
"900",2003-08-04,21.27,"2003-08"
"901",2003-08-05,22.68,"2003-08"
"902",2003-08-06,21.5,"2003-08"
"903",2003-08-07,20.26,"2003-08"
"904",2003-08-08,19.59,"2003-08"
"905",2003-08-11,19.75,"2003-08"
"906",2003-08-12,17.94,"2003-08"
"907",2003-08-13,18.77,"2003-08"
"908",2003-08-14,18.47,"2003-08"
"909",2003-08-15,18.27,"2003-08"
"910",2003-08-18,18.18,"2003-08"
"911",2003-08-19,17.86,"2003-08"
"912",2003-08-20,17.82,"2003-08"
"913",2003-08-21,17.84,"2003-08"
"914",2003-08-22,18.55,"2003-08"
"915",2003-08-25,19.53,"2003-08"
"916",2003-08-26,19.49,"2003-08"
"917",2003-08-27,19.13,"2003-08"
"918",2003-08-28,18.48,"2003-08"
"919",2003-08-29,18.63,"2003-08"
"920",2003-09-02,19.02,"2003-09"
"921",2003-09-03,19.44,"2003-09"
"922",2003-09-04,18.71,"2003-09"
"923",2003-09-05,18.17,"2003-09"
"924",2003-09-08,18.26,"2003-09"
"925",2003-09-09,18.85,"2003-09"
"926",2003-09-10,20.01,"2003-09"
"927",2003-09-11,19.25,"2003-09"
"928",2003-09-12,18.68,"2003-09"
"929",2003-09-15,19.28,"2003-09"
"930",2003-09-16,18.03,"2003-09"
"931",2003-09-17,18.15,"2003-09"
"932",2003-09-18,17.57,"2003-09"
"933",2003-09-19,17.54,"2003-09"
"934",2003-09-22,19.65,"2003-09"
"935",2003-09-23,19.47,"2003-09"
"936",2003-09-24,21.22,"2003-09"
"937",2003-09-25,22.26,"2003-09"
"938",2003-09-26,22.23,"2003-09"
"939",2003-09-29,21.67,"2003-09"
"940",2003-09-30,22.72,"2003-09"
"941",2003-10-01,21.07,"2003-10"
"942",2003-10-02,20.8,"2003-10"
"943",2003-10-03,19.5,"2003-10"
"944",2003-10-06,19.51,"2003-10"
"945",2003-10-07,19.41,"2003-10"
"946",2003-10-08,19.18,"2003-10"
"947",2003-10-09,18.82,"2003-10"
"948",2003-10-10,18.45,"2003-10"
"949",2003-10-13,17.55,"2003-10"
"950",2003-10-14,17.37,"2003-10"
"951",2003-10-15,17.69,"2003-10"
"952",2003-10-16,17.19,"2003-10"
"953",2003-10-17,17.62,"2003-10"
"954",2003-10-20,17.04,"2003-10"
"955",2003-10-21,16.55,"2003-10"
"956",2003-10-22,17.67,"2003-10"
"957",2003-10-23,17.68,"2003-10"
"958",2003-10-24,17.71,"2003-10"
"959",2003-10-27,18.05,"2003-10"
"960",2003-10-28,16.82,"2003-10"
"961",2003-10-29,16.43,"2003-10"
"962",2003-10-30,16.33,"2003-10"
"963",2003-10-31,16.1,"2003-10"
"964",2003-11-03,16.55,"2003-11"
"965",2003-11-04,16.55,"2003-11"
"966",2003-11-05,16.86,"2003-11"
"967",2003-11-06,16.74,"2003-11"
"968",2003-11-07,16.93,"2003-11"
"969",2003-11-10,17.62,"2003-11"
"970",2003-11-11,17.54,"2003-11"
"971",2003-11-12,16.75,"2003-11"
"972",2003-11-13,16.47,"2003-11"
"973",2003-11-14,16.94,"2003-11"
"974",2003-11-17,18.6,"2003-11"
"975",2003-11-18,19.11,"2003-11"
"976",2003-11-19,18.8,"2003-11"
"977",2003-11-20,19.48,"2003-11"
"978",2003-11-21,18.98,"2003-11"
"979",2003-11-24,17.44,"2003-11"
"980",2003-11-25,16.71,"2003-11"
"981",2003-11-26,16.23,"2003-11"
"982",2003-11-28,16.32,"2003-11"
"983",2003-12-01,16.77,"2003-12"
"984",2003-12-02,16.27,"2003-12"
"985",2003-12-03,16.63,"2003-12"
"986",2003-12-04,16.3,"2003-12"
"987",2003-12-05,17.09,"2003-12"
"988",2003-12-08,16.54,"2003-12"
"989",2003-12-09,17.63,"2003-12"
"990",2003-12-10,17.87,"2003-12"
"991",2003-12-11,16.73,"2003-12"
"992",2003-12-12,16.41,"2003-12"
"993",2003-12-15,17.23,"2003-12"
"994",2003-12-16,15.93,"2003-12"
"995",2003-12-17,15.58,"2003-12"
"996",2003-12-18,16.16,"2003-12"
"997",2003-12-19,16.42,"2003-12"
"998",2003-12-22,16.94,"2003-12"
"999",2003-12-23,16.49,"2003-12"
"1000",2003-12-24,16.66,"2003-12"
"1001",2003-12-26,17.45,"2003-12"
"1002",2003-12-29,17.09,"2003-12"
"1003",2003-12-30,17.68,"2003-12"
"1004",2003-12-31,18.31,"2003-12"
"1005",2004-01-02,18.22,"2004-01"
"1006",2004-01-05,17.49,"2004-01"
"1007",2004-01-06,16.73,"2004-01"
"1008",2004-01-07,15.5,"2004-01"
"1009",2004-01-08,15.61,"2004-01"
"1010",2004-01-09,16.75,"2004-01"
"1011",2004-01-12,16.82,"2004-01"
"1012",2004-01-13,18.04,"2004-01"
"1013",2004-01-14,16.75,"2004-01"
"1014",2004-01-15,15.56,"2004-01"
"1015",2004-01-16,15,"2004-01"
"1016",2004-01-20,15.21,"2004-01"
"1017",2004-01-21,14.34,"2004-01"
"1018",2004-01-22,14.71,"2004-01"
"1019",2004-01-23,14.84,"2004-01"
"1020",2004-01-26,14.55,"2004-01"
"1021",2004-01-27,15.35,"2004-01"
"1022",2004-01-28,16.78,"2004-01"
"1023",2004-01-29,17.14,"2004-01"
"1024",2004-01-30,16.63,"2004-01"
"1025",2004-02-02,17.11,"2004-02"
"1026",2004-02-03,17.34,"2004-02"
"1027",2004-02-04,17.87,"2004-02"
"1028",2004-02-05,17.71,"2004-02"
"1029",2004-02-06,16,"2004-02"
"1030",2004-02-09,16.39,"2004-02"
"1031",2004-02-10,15.94,"2004-02"
"1032",2004-02-11,15.39,"2004-02"
"1033",2004-02-12,15.31,"2004-02"
"1034",2004-02-13,15.58,"2004-02"
"1035",2004-02-17,15.4,"2004-02"
"1036",2004-02-18,15.59,"2004-02"
"1037",2004-02-19,15.8,"2004-02"
"1038",2004-02-20,16.04,"2004-02"
"1039",2004-02-23,16.29,"2004-02"
"1040",2004-02-24,15.9,"2004-02"
"1041",2004-02-25,14.93,"2004-02"
"1042",2004-02-26,14.83,"2004-02"
"1043",2004-02-27,14.55,"2004-02"
"1044",2004-03-01,14.44,"2004-03"
"1045",2004-03-02,14.86,"2004-03"
"1046",2004-03-03,14.55,"2004-03"
"1047",2004-03-04,14.4,"2004-03"
"1048",2004-03-05,14.48,"2004-03"
"1049",2004-03-08,15.79,"2004-03"
"1050",2004-03-09,16.6,"2004-03"
"1051",2004-03-10,18.67,"2004-03"
"1052",2004-03-11,20.67,"2004-03"
"1053",2004-03-12,18.3,"2004-03"
"1054",2004-03-15,21.13,"2004-03"
"1055",2004-03-16,20.34,"2004-03"
"1056",2004-03-17,18.11,"2004-03"
"1057",2004-03-18,18.53,"2004-03"
"1058",2004-03-19,19.15,"2004-03"
"1059",2004-03-22,21.58,"2004-03"
"1060",2004-03-23,20.67,"2004-03"
"1061",2004-03-24,19.81,"2004-03"
"1062",2004-03-25,17.88,"2004-03"
"1063",2004-03-26,17.33,"2004-03"
"1064",2004-03-29,16.5,"2004-03"
"1065",2004-03-30,16.28,"2004-03"
"1066",2004-03-31,16.74,"2004-03"
"1067",2004-04-01,16.65,"2004-04"
"1068",2004-04-02,15.64,"2004-04"
"1069",2004-04-05,14.97,"2004-04"
"1070",2004-04-06,15.32,"2004-04"
"1071",2004-04-07,15.76,"2004-04"
"1072",2004-04-08,16.26,"2004-04"
"1073",2004-04-12,15.28,"2004-04"
"1074",2004-04-13,17.26,"2004-04"
"1075",2004-04-14,15.62,"2004-04"
"1076",2004-04-15,15.74,"2004-04"
"1077",2004-04-16,14.94,"2004-04"
"1078",2004-04-19,15.42,"2004-04"
"1079",2004-04-20,16.67,"2004-04"
"1080",2004-04-21,15.6,"2004-04"
"1081",2004-04-22,14.61,"2004-04"
"1082",2004-04-23,14.01,"2004-04"
"1083",2004-04-26,14.77,"2004-04"
"1084",2004-04-27,15.07,"2004-04"
"1085",2004-04-28,16.29,"2004-04"
"1086",2004-04-29,16.6,"2004-04"
"1087",2004-04-30,17.19,"2004-04"
"1088",2004-05-03,16.62,"2004-05"
"1089",2004-05-04,16.55,"2004-05"
"1090",2004-05-05,15.77,"2004-05"
"1091",2004-05-06,17.05,"2004-05"
"1092",2004-05-07,18.13,"2004-05"
"1093",2004-05-10,19.77,"2004-05"
"1094",2004-05-11,18.57,"2004-05"
"1095",2004-05-12,18.14,"2004-05"
"1096",2004-05-13,18.86,"2004-05"
"1097",2004-05-14,18.47,"2004-05"
"1098",2004-05-17,19.96,"2004-05"
"1099",2004-05-18,19.33,"2004-05"
"1100",2004-05-19,18.93,"2004-05"
"1101",2004-05-20,18.67,"2004-05"
"1102",2004-05-21,18.49,"2004-05"
"1103",2004-05-24,18.08,"2004-05"
"1104",2004-05-25,15.96,"2004-05"
"1105",2004-05-26,15.97,"2004-05"
"1106",2004-05-27,15.28,"2004-05"
"1107",2004-05-28,15.5,"2004-05"
"1108",2004-06-01,16.3,"2004-06"
"1109",2004-06-02,16.08,"2004-06"
"1110",2004-06-03,17.03,"2004-06"
"1111",2004-06-04,16.78,"2004-06"
"1112",2004-06-07,15.39,"2004-06"
"1113",2004-06-08,15.01,"2004-06"
"1114",2004-06-09,15.39,"2004-06"
"1115",2004-06-10,15.04,"2004-06"
"1116",2004-06-14,16.07,"2004-06"
"1117",2004-06-15,15.05,"2004-06"
"1118",2004-06-16,14.79,"2004-06"
"1119",2004-06-17,15.15,"2004-06"
"1120",2004-06-18,14.99,"2004-06"
"1121",2004-06-21,15.26,"2004-06"
"1122",2004-06-22,14.31,"2004-06"
"1123",2004-06-23,13.98,"2004-06"
"1124",2004-06-24,14.81,"2004-06"
"1125",2004-06-25,15.19,"2004-06"
"1126",2004-06-28,16.07,"2004-06"
"1127",2004-06-29,15.47,"2004-06"
"1128",2004-06-30,14.34,"2004-06"
"1129",2004-07-01,15.2,"2004-07"
"1130",2004-07-02,15.08,"2004-07"
"1131",2004-07-06,16.25,"2004-07"
"1132",2004-07-07,15.81,"2004-07"
"1133",2004-07-08,16.2,"2004-07"
"1134",2004-07-09,15.78,"2004-07"
"1135",2004-07-12,14.96,"2004-07"
"1136",2004-07-13,14.46,"2004-07"
"1137",2004-07-14,13.76,"2004-07"
"1138",2004-07-15,14.71,"2004-07"
"1139",2004-07-16,14.34,"2004-07"
"1140",2004-07-19,15.17,"2004-07"
"1141",2004-07-20,14.17,"2004-07"
"1142",2004-07-21,16.41,"2004-07"
"1143",2004-07-22,15.75,"2004-07"
"1144",2004-07-23,16.5,"2004-07"
"1145",2004-07-26,17.3,"2004-07"
"1146",2004-07-27,16.55,"2004-07"
"1147",2004-07-28,16.15,"2004-07"
"1148",2004-07-29,15.68,"2004-07"
"1149",2004-07-30,15.32,"2004-07"
"1150",2004-08-02,15.37,"2004-08"
"1151",2004-08-03,16.03,"2004-08"
"1152",2004-08-04,16.21,"2004-08"
"1153",2004-08-05,18.32,"2004-08"
"1154",2004-08-06,19.34,"2004-08"
"1155",2004-08-09,18.89,"2004-08"
"1156",2004-08-10,17.47,"2004-08"
"1157",2004-08-11,18.04,"2004-08"
"1158",2004-08-12,19.08,"2004-08"
"1159",2004-08-13,17.98,"2004-08"
"1160",2004-08-16,17.57,"2004-08"
"1161",2004-08-17,17.02,"2004-08"
"1162",2004-08-18,16.23,"2004-08"
"1163",2004-08-19,16.96,"2004-08"
"1164",2004-08-20,16,"2004-08"
"1165",2004-08-23,15.88,"2004-08"
"1166",2004-08-24,15.33,"2004-08"
"1167",2004-08-25,14.98,"2004-08"
"1168",2004-08-26,14.91,"2004-08"
"1169",2004-08-27,14.71,"2004-08"
"1170",2004-08-30,15.44,"2004-08"
"1171",2004-08-31,15.29,"2004-08"
"1172",2004-09-01,14.91,"2004-09"
"1173",2004-09-02,14.28,"2004-09"
"1174",2004-09-03,13.91,"2004-09"
"1175",2004-09-07,14.07,"2004-09"
"1176",2004-09-08,14.06,"2004-09"
"1177",2004-09-09,14.01,"2004-09"
"1178",2004-09-10,13.76,"2004-09"
"1179",2004-09-13,13.17,"2004-09"
"1180",2004-09-14,13.56,"2004-09"
"1181",2004-09-15,14.64,"2004-09"
"1182",2004-09-16,14.39,"2004-09"
"1183",2004-09-17,14.03,"2004-09"
"1184",2004-09-20,14.43,"2004-09"
"1185",2004-09-21,13.66,"2004-09"
"1186",2004-09-22,14.74,"2004-09"
"1187",2004-09-23,14.8,"2004-09"
"1188",2004-09-24,14.28,"2004-09"
"1189",2004-09-27,14.62,"2004-09"
"1190",2004-09-28,13.83,"2004-09"
"1191",2004-09-29,13.21,"2004-09"
"1192",2004-09-30,13.34,"2004-09"
"1193",2004-10-01,12.75,"2004-10"
"1194",2004-10-04,13.41,"2004-10"
"1195",2004-10-05,13.95,"2004-10"
"1196",2004-10-06,13.28,"2004-10"
"1197",2004-10-07,14.5,"2004-10"
"1198",2004-10-08,15.05,"2004-10"
"1199",2004-10-11,14.71,"2004-10"
"1200",2004-10-12,15.05,"2004-10"
"1201",2004-10-13,15.42,"2004-10"
"1202",2004-10-14,16.43,"2004-10"
"1203",2004-10-15,15.04,"2004-10"
"1204",2004-10-18,14.71,"2004-10"
"1205",2004-10-19,15.13,"2004-10"
"1206",2004-10-20,14.85,"2004-10"
"1207",2004-10-21,14.54,"2004-10"
"1208",2004-10-22,15.28,"2004-10"
"1209",2004-10-25,16.58,"2004-10"
"1210",2004-10-26,16.39,"2004-10"
"1211",2004-10-27,15.72,"2004-10"
"1212",2004-10-28,15.39,"2004-10"
"1213",2004-10-29,16.27,"2004-10"
"1214",2004-11-01,16.27,"2004-11"
"1215",2004-11-02,16.18,"2004-11"
"1216",2004-11-03,14.04,"2004-11"
"1217",2004-11-04,13.97,"2004-11"
"1218",2004-11-05,13.84,"2004-11"
"1219",2004-11-08,13.8,"2004-11"
"1220",2004-11-09,13.61,"2004-11"
"1221",2004-11-10,13.08,"2004-11"
"1222",2004-11-11,13.04,"2004-11"
"1223",2004-11-12,13.33,"2004-11"
"1224",2004-11-15,13.38,"2004-11"
"1225",2004-11-16,13.21,"2004-11"
"1226",2004-11-17,13.21,"2004-11"
"1227",2004-11-18,12.98,"2004-11"
"1228",2004-11-19,13.5,"2004-11"
"1229",2004-11-22,12.97,"2004-11"
"1230",2004-11-23,12.67,"2004-11"
"1231",2004-11-24,12.72,"2004-11"
"1232",2004-11-26,12.78,"2004-11"
"1233",2004-11-29,13.3,"2004-11"
"1234",2004-11-30,13.24,"2004-11"
"1235",2004-12-01,12.97,"2004-12"
"1236",2004-12-02,12.98,"2004-12"
"1237",2004-12-03,12.96,"2004-12"
"1238",2004-12-06,13.19,"2004-12"
"1239",2004-12-07,13.67,"2004-12"
"1240",2004-12-08,13.19,"2004-12"
"1241",2004-12-09,12.88,"2004-12"
"1242",2004-12-10,12.76,"2004-12"
"1243",2004-12-13,12.54,"2004-12"
"1244",2004-12-14,12.73,"2004-12"
"1245",2004-12-15,12.35,"2004-12"
"1246",2004-12-16,12.27,"2004-12"
"1247",2004-12-17,11.95,"2004-12"
"1248",2004-12-20,11.83,"2004-12"
"1249",2004-12-21,11.55,"2004-12"
"1250",2004-12-22,11.45,"2004-12"
"1251",2004-12-23,11.23,"2004-12"
"1252",2004-12-27,12.14,"2004-12"
"1253",2004-12-28,12,"2004-12"
"1254",2004-12-29,11.62,"2004-12"
"1255",2004-12-30,12.56,"2004-12"
"1256",2004-12-31,13.29,"2004-12"
"1257",2005-01-03,14.08,"2005-01"
"1258",2005-01-04,13.98,"2005-01"
"1259",2005-01-05,14.09,"2005-01"
"1260",2005-01-06,13.58,"2005-01"
"1261",2005-01-07,13.49,"2005-01"
"1262",2005-01-10,13.23,"2005-01"
"1263",2005-01-11,13.19,"2005-01"
"1264",2005-01-12,12.56,"2005-01"
"1265",2005-01-13,12.84,"2005-01"
"1266",2005-01-14,12.43,"2005-01"
"1267",2005-01-18,12.47,"2005-01"
"1268",2005-01-19,13.18,"2005-01"
"1269",2005-01-20,13.83,"2005-01"
"1270",2005-01-21,14.36,"2005-01"
"1271",2005-01-24,14.65,"2005-01"
"1272",2005-01-25,14.06,"2005-01"
"1273",2005-01-26,13.44,"2005-01"
"1274",2005-01-27,13.24,"2005-01"
"1275",2005-01-28,13.24,"2005-01"
"1276",2005-01-31,12.82,"2005-01"
"1277",2005-02-01,12.03,"2005-02"
"1278",2005-02-02,11.66,"2005-02"
"1279",2005-02-03,11.79,"2005-02"
"1280",2005-02-04,11.21,"2005-02"
"1281",2005-02-07,11.73,"2005-02"
"1282",2005-02-08,11.6,"2005-02"
"1283",2005-02-09,12,"2005-02"
"1284",2005-02-10,11.51,"2005-02"
"1285",2005-02-11,11.43,"2005-02"
"1286",2005-02-14,11.52,"2005-02"
"1287",2005-02-15,11.27,"2005-02"
"1288",2005-02-16,11.1,"2005-02"
"1289",2005-02-17,11.77,"2005-02"
"1290",2005-02-18,11.18,"2005-02"
"1291",2005-02-22,13.14,"2005-02"
"1292",2005-02-23,12.39,"2005-02"
"1293",2005-02-24,11.57,"2005-02"
"1294",2005-02-25,11.49,"2005-02"
"1295",2005-02-28,12.08,"2005-02"
"1296",2005-03-01,12.04,"2005-03"
"1297",2005-03-02,12.5,"2005-03"
"1298",2005-03-03,12.93,"2005-03"
"1299",2005-03-04,11.94,"2005-03"
"1300",2005-03-07,12.26,"2005-03"
"1301",2005-03-08,12.4,"2005-03"
"1302",2005-03-09,12.7,"2005-03"
"1303",2005-03-10,12.49,"2005-03"
"1304",2005-03-11,12.8,"2005-03"
"1305",2005-03-14,12.39,"2005-03"
"1306",2005-03-15,13.15,"2005-03"
"1307",2005-03-16,13.49,"2005-03"
"1308",2005-03-17,13.29,"2005-03"
"1309",2005-03-18,13.14,"2005-03"
"1310",2005-03-21,13.61,"2005-03"
"1311",2005-03-22,14.27,"2005-03"
"1312",2005-03-23,14.06,"2005-03"
"1313",2005-03-24,13.42,"2005-03"
"1314",2005-03-28,13.75,"2005-03"
"1315",2005-03-29,14.49,"2005-03"
"1316",2005-03-30,13.64,"2005-03"
"1317",2005-03-31,14.02,"2005-03"
